id,card_name
179,Flaxen Intruder // Welcome Home
180,Flaxen Intruder // Welcome Home
181,Garenbrig Carver // Shield's Might
182,Garenbrig Carver // Shield's Might
183,Garenbrig Paladin
184,Garenbrig Squire
185,Giant Opportunity
186,Gilded Goose
187,The Great Henge
188,Insatiable Appetite
189,Keeper of Fables
190,Kenrith's Transformation
191,Lovestruck Beast // Heart's Desire
192,Lovestruck Beast // Heart's Desire
193,Maraleaf Rider
194,Oakhame Adversary
195,Once and Future
196,Once Upon a Time
197,Outmuscle
198,Questing Beast
199,Return of the Wildspeaker
200,Return to Nature
201,Rosethorn Acolyte // Seasonal Ritual
202,Rosethorn Acolyte // Seasonal Ritual
203,Rosethorn Halberd
204,Sporecap Spider
205,"Syr Faren, the Hengehammer"
206,Tall as a Beanstalk
207,Trail of Crumbs
208,Tuinvale Treefolk // Oaken Boon
209,Tuinvale Treefolk // Oaken Boon
210,Wicked Wolf
211,Wildborn Preserver
212,Wildwood Tracker
213,Wolf's Quarry
214,"Yorvo, Lord of Garenbrig"
215,Dance of the Manse
216,Doom Foretold
217,Drown in the Loch
218,Escape to the Wilds
219,Faeburrow Elder
220,"Garruk, Cursed Huntsman"
221,"Grumgully, the Generous"
222,Improbable Alliance
223,Inspiring Veteran
224,Lochmere Serpent
225,Maraleaf Pixie
226,"Oko, Thief of Crowns"
227,Outlaws' Merriment
228,The Royal Scions
229,Savvy Hunter
230,Shinechaser
231,Steelclaw Lance
232,Stormfist Crusader
233,Wandermare
234,Wintermoor Commander
235,Arcanist's Owl
236,Covetous Urge
237,Deathless Knight
238,Elite Headhunter
239,Fireborn Knight
240,Loch Dragon
241,Oakhame Ranger // Bring Back
242,Oakhame Ranger // Bring Back
243,Rampart Smasher
244,Resolute Rider
245,Thunderous Snapper
246,Clockwork Servant
247,Crashing Drawbridge
248,Enchanted Carriage
249,Gingerbrute
250,Golden Egg
251,Henge Walker
252,Heraldic Banner
253,Inquisitive Puppet
254,Jousting Dummy
255,Locthwain Gargoyle
256,Lucky Clover
257,Prophet of the Peak
258,Roving Keep
259,Scalding Cauldron
260,Shambling Suit
261,Signpost Scarecrow
262,Sorcerer's Broom
263,Sorcerous Spyglass
264,Spinning Wheel
265,Stonecoil Serpent
266,Weapon Rack
267,Witch's Oven
268,Castle Ardenvale
269,Castle Embereth
270,Castle Garenbrig
271,Castle Locthwain
272,Castle Vantress
273,Dwarven Mine
274,Fabled Passage
275,Gingerbread Cabin
276,Idyllic Grange
277,Mystic Sanctuary
278,Tournament Grounds
279,Witch's Cottage
280,Plains
281,Plains
282,Plains
283,Plains
284,Island
285,Island
286,Island
287,Island
288,Swamp
289,Swamp
290,Swamp
291,Swamp
292,Mountain
293,Mountain
294,Mountain
295,Mountain
296,Forest
297,Forest
298,Forest
299,Forest
300,"Garruk, Cursed Huntsman"
301,"Oko, Thief of Crowns"
302,The Royal Scions
303,Ardenvale Tactician // Dizzying Swoop
304,Ardenvale Tactician // Dizzying Swoop
305,Faerie Guidemother // Gift of the Fae
306,Faerie Guidemother // Gift of the Fae
307,Giant Killer // Chop Down
308,Giant Killer // Chop Down
309,Lonesome Unicorn // Rider in Need
310,Lonesome Unicorn // Rider in Need
311,Realm-Cloaked Giant // Cast Off
312,Realm-Cloaked Giant // Cast Off
313,Shepherd of the Flock // Usher to Safety
314,Shepherd of the Flock // Usher to Safety
315,Silverflame Squire // On Alert
316,Silverflame Squire // On Alert
317,Animating Faerie // Bring to Life
318,Animating Faerie // Bring to Life
319,Brazen Borrower // Petty Theft
320,Brazen Borrower // Petty Theft
321,Fae of Wishes // Granted
322,Fae of Wishes // Granted
323,Hypnotic Sprite // Mesmeric Glare
324,Hypnotic Sprite // Mesmeric Glare
325,Merfolk Secretkeeper // Venture Deeper
326,Merfolk Secretkeeper // Venture Deeper
327,Queen of Ice // Rage of Winter
328,Queen of Ice // Rage of Winter
329,Foulmire Knight // Profane Insight
330,Foulmire Knight // Profane Insight
331,Murderous Rider // Swift End
332,Murderous Rider // Swift End
333,Order of Midnight // Alter Fate
334,Order of Midnight // Alter Fate
335,Reaper of Night // Harvest Fear
336,Reaper of Night // Harvest Fear
337,Smitten Swordmaster // Curry Favor
338,Smitten Swordmaster // Curry Favor
339,Bonecrusher Giant // Stomp
340,Bonecrusher Giant // Stomp
341,Embereth Shieldbreaker // Battle Display
342,Embereth Shieldbreaker // Battle Display
343,Merchant of the Vale // Haggle
344,Merchant of the Vale // Haggle
345,Rimrock Knight // Boulder Rush
346,Rimrock Knight // Boulder Rush
347,Beanstalk Giant // Fertile Footsteps
348,Beanstalk Giant // Fertile Footsteps
349,Curious Pair // Treats to Share
350,Curious Pair // Treats to Share
351,Flaxen Intruder // Welcome Home
352,Flaxen Intruder // Welcome Home
353,Garenbrig Carver // Shield's Might
354,Garenbrig Carver // Shield's Might
355,Lovestruck Beast // Heart's Desire
356,Lovestruck Beast // Heart's Desire
357,Rosethorn Acolyte // Seasonal Ritual
358,Rosethorn Acolyte // Seasonal Ritual
359,Tuinvale Treefolk // Oaken Boon
360,Tuinvale Treefolk // Oaken Boon
361,Oakhame Ranger // Bring Back
362,Oakhame Ranger // Bring Back
363,"Kenrith, the Returned King"
364,"Rowan, Fearless Sparkmage"
365,Garrison Griffin
366,Rowan's Battleguard
367,Rowan's Stalwarts
368,Wind-Scarred Crag
369,"Oko, the Trickster"
370,Oko's Accomplices
371,Bramblefort Fink
372,Oko's Hospitality
373,Thornwood Falls
374,Mace of the Valiant
375,Silverwing Squadron
376,Faerie Formation
377,Shimmer Dragon
378,Workshop Elders
379,Chittering Witch
380,Taste of Death
381,Embereth Skyblazer
382,Steelbane Hydra
383,Thorn Mammoth
384,"Alela, Artful Provocateur"
385,Banish into Fable
386,"Chulane, Teller of Tales"
387,Gluttonous Troll
388,Knights' Charge
389,"Korvold, Fae-Cursed King"
390,"Syr Gwyn, Hero of Ashvale"
391,Arcane Signet
392,Tome of Legends
393,Command Tower
394,Acclaimed Contender
395,Charming Prince
396,The Circle of Loyalty
397,Happily Ever After
398,Harmonious Archon
399,Hushbringer
400,"Linden, the Steadfast Queen"
401,Worthy Knight
402,"Emry, Lurker of the Loch"
403,Folio of Fancies
404,"Gadwick, the Wizened"
405,The Magic Mirror
406,Midnight Clock
407,Mirrormade
408,Stolen by the Fae
409,Vantress Gargoyle
410,"Ayara, First of Locthwain"
411,Blacklance Paragon
412,The Cauldron of Eternity
413,Clackbridge Troll
414,Oathsworn Knight
415,Piper of the Swarm
416,"Rankle, Master of Pranks"
417,Wishclaw Talisman
418,Witch's Vengeance
419,Embercleave
420,Fervent Champion
421,Fires of Invention
422,Irencrag Feat
423,Irencrag Pyromancer
424,Opportunistic Dragon
425,Robber of the Rich
426,Sundering Stroke
427,"Torbran, Thane of Red Fell"
428,Feasting Troll King
429,Gilded Goose
430,The Great Henge
431,Once Upon a Time
432,Questing Beast
433,Return of the Wildspeaker
434,Wicked Wolf
435,Wildborn Preserver
436,"Yorvo, Lord of Garenbrig"
437,Dance of the Manse
438,Doom Foretold
439,Escape to the Wilds
440,Faeburrow Elder
441,Lochmere Serpent
442,Outlaws' Merriment
443,Stormfist Crusader
444,Sorcerous Spyglass
445,Stonecoil Serpent
446,Castle Ardenvale
447,Castle Embereth
448,Castle Garenbrig
449,Castle Locthwain
450,Castle Vantress
451,Fabled Passage
452,Piper of the Swarm
453,Glass Casket
454,Slaying Fire
455,Kenrith's Transformation
456,Improbable Alliance
457,Inspiring Veteran
